net5 X,net5 Y
0,4.736855632781797
1e-09,4.736855632781698
3e-09,4.736855632781532
7.000000000000001e-09,4.736855632781274
1.5e-08,4.736855632780867
3.1e-08,4.736855632780097
6.3e-08,4.736855632778561
1.27e-07,4.736855632775547
2.55e-07,4.736855632769644
5.110000000000001e-07,4.736855632758164
1.023e-06,4.736855632736531
2.047e-06,4.736855632697429
4.095000000000001e-06,4.736855632631357
8.191e-06,4.736855632536208
1.6383e-05,4.736855632434825
2.6383e-05,4.736855632390363
3.6383e-05,4.736855632382678
4.6383e-05,4.736855632388121
5.6383e-05,4.736855632390325
6.6383e-05,4.736855632390633
7.6383e-05,4.736855632391863
8.6383e-05,4.736855632394603
9.6383e-05,4.736855632393016
0.000106383,4.736855632391344
0.000116383,4.736855632390171
0.000126383,4.736855632389707
0.000136383,4.736855632389627
0.000146383,4.73685563238553
0.000156383,4.736855632385617
0.000166383,4.736855632387321
0.000176383,4.736855632388452
0.000186383,4.736855632389332
0.000196383,4.736855632389608
0.000206383,4.736855632389812
0.000216383,4.736855632391108
0.000226383,4.736855632394132
0.000236383,4.736855632392799
0.000246383,4.736855632391105
0.0002563830000000001,4.736855632390305
0.0002663830000000001,4.736855632389731
0.0002763830000000001,4.736855632389666
0.0002863830000000001,4.736855632386161
0.0002963830000000002,4.736855632390447
0.0003063830000000002,4.736855632390876
0.0003163830000000002,4.736855632390578
0.0003263830000000002,4.736855632390143
0.0003363830000000003,4.736855632389751
0.0003463830000000003,4.736855632389583
0.0003563830000000003,4.736855632389553
0.0003663830000000003,4.736855632390591
0.0003763830000000004,4.736855632393842
0.0003863830000000004,4.736855632392772
0.0003963830000000004,4.736855632391303
0.0004063830000000004,4.736855632390359
0.0004163830000000005,4.736855632389934
0.0004263830000000005,4.73685563238982
0.0004363830000000005,4.736855632389929
0.0004463830000000006,4.736855632386358
0.0004563830000000006,4.736855632391198
0.0004663830000000006,4.736855632392078
0.0004763830000000006,4.736855632395473
0.0004863830000000007,4.736855632393655
0.0004963830000000006,4.736855632388163
0.0005063830000000007,4.736855632387821
0.0005163830000000007,4.736855632388075
0.0005263830000000007,4.736855632388897
0.0005363830000000007,4.736855632389259
0.0005463830000000008,4.73685563238975
0.0005563830000000008,4.736855632389871
0.0005663830000000008,4.7368556323898
0.0005763830000000008,4.736855632389597
0.0005863830000000009,4.736855632389752
0.0005963830000000009,4.736855632390444
0.0006063830000000009,4.736855632389737
0.0006163830000000009,4.736855632390283
0.000626383000000001,4.736855632390247
0.000636383000000001,4.736855632385989
0.000646383000000001,4.736855632390995
0.0006563830000000011,4.736855632387975
0.0006663830000000011,4.736855632388242
0.0006763830000000011,4.73685563238609
0.0006863830000000011,4.736855632390689
0.0006963830000000012,4.736855632391757
0.0007063830000000012,4.736855632391249
0.0007163830000000012,4.736855632387111
0.0007263830000000012,4.736855632390943
0.0007363830000000013,4.736855632391844
0.0007463830000000013,4.736855632390996
0.0007563830000000013,4.736855632386407
0.0007663830000000013,4.736855632383459
0.0007763830000000014,4.736855632384967
0.0007863830000000014,4.7368556323873
0.0007963830000000014,4.736855632389374
0.0008063830000000014,4.736855632389886
0.0008163830000000015,4.736855632390034
0.0008263830000000015,4.736855632387146
0.0008363830000000015,4.736855632391312
0.0008463830000000015,4.736855632387447
0.0008563830000000016,4.736855632387774
0.0008663830000000016,4.736855632388701
0.0008763830000000016,4.736855632389229
0.0008863830000000017,4.736855632385899
0.0008963830000000017,4.736855632386269
0.0009063830000000017,4.736855632387715
0.0009163830000000017,4.736855632390826
0.0009263830000000018,4.73685563238974
0.0009363830000000018,4.736855632389243
0.0009463830000000018,4.736855632389668
0.0009563830000000018,4.73685563239077
0.0009663830000000019,4.736855632393906
0.0009763830000000019,4.736855632392657
0.0009863830000000019,4.736855632391164
0.0009931915000000011,4.736855632390569
0.001,4.736855632390108
